"Type","OriginSimple","ReviewStatus","NumberSubmitters","labels"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"Deletion","germline","criteria provided, single submitter",2,"1"
"Microsatellite","unknown","criteria provided, single submitter",1,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"single nucleotide variant","unknown","criteria provided, single submitter",1,"1"
"single nucleotide variant","unknown","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"0"
"Indel","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"Duplication","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","no assertion criteria provided",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",3,"1"
"Duplication","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Duplication","unknown","criteria provided, single submitter",1,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","unknown","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Duplication","unknown","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","unknown","criteria provided, single submitter",1,"1"
"single nucleotide variant","unknown","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
